t [s]	constraint6.Ti [Nm]	constraint2.Ti [Nm]
0.0000	-0.000000000000000	-0.540847762249438
0.0001	-0.000000000000000	-0.000000000000000
0.0002	-0.000000000000000	-0.000000000000000
0.0003	-0.000000000000000	-0.000000000000000
0.0004	35.573021119099622	-0.000000000000000
0.0005	43.751979255443857	-0.000000000000000
0.0006	25.226805096378971	0.000103667328920
0.0007	23.254766480737743	0.000334140955815
0.0008	21.449101702965745	-2.208562033445265
0.0009	15.357106882591093	-122.693474037074964
0.0010	30.920504020668975	-27.353780947074878
0.0011	23.813425179034997	-62.249203963994944
0.0012	-0.000000000000000	-0.451457113913886
0.0013	5.624424665316193	-7.146831038590976
0.0014	-0.069297941220936	-35.551723174349235
0.0015	-0.000000000000000	-13.689009524236099
0.0016	-0.000000000000000	-0.000004568266499
0.0017	2.574550395850982	-12.140510952516182
0.0018	18.735332149359014	-19.111151963463104
0.0019	0.705967582206962	3.526147256920084
0.0020	4.070045507105931	24.993371110435938
0.0021	-5.854078705998527	8.765192435804121
0.0022	-1.705033024939911	1.572525788535763
0.0023	0.090791978018077	-0.000037741057809
0.0024	2.017157981301320	21.157038772723013
0.0025	3.712821064952914	12.472082233874154
0.0026	2.242047549003776	0.000014070556995
0.0027	5.379611703778161	0.000010098248079
0.0028	2.447590554068567	0.000007512307831
0.0029	-4.970070547640065	-0.000002115488294
0.0030	-0.795469637189733	-0.000006456132420
0.0031	-0.000000000000000	10.148145992926869
0.0032	6.349284080368232	3.564834200529312
0.0033	0.687863799674189	1.083234659939476
0.0034	0.852289828666434	0.000003065370878
0.0035	2.066786066941539	-21.021795240798159
0.0036	-4.451564205096929	-2.783415565555440
0.0037	0.821781389732940	-5.383618507087371
0.0038	0.747290185355943	-7.946097576455954
0.0039	-0.958144029922402	-23.154105820831909
0.0040	-1.253118078046449	-6.495324631518339
0.0041	-0.187205717268113	-0.000000904800606
0.0042	5.966499707981232	-0.000000403662949
0.0043	-0.982907092571049	-0.000000244263472
0.0044	-5.360830978666046	0.000000196886201
0.0045	-0.000000000000000	0.000000265793643
0.0046	0.495290777282381	0.000000284745061
0.0047	0.549647802711672	0.000000241086139
0.0048	-3.691501067043820	17.473064289701597
0.0049	-1.961029082063329	17.434867997159721
0.0050	-0.000000000000000	4.695051327583162
0.0051	-0.000000000000000	8.336258802093937
0.0052	-0.000000000000000	-2.404752095977139
0.0053	-2.013760468169868	-3.117656635590937
0.0054	2.548360258273764	-3.155046173398608
0.0055	1.009618615651839	-0.528242211110061
0.0056	1.613430017595926	6.919449417855620
0.0057	2.933397193094079	15.928754760183727
0.0058	5.095220940472291	0.728900608706359
0.0059	-0.000000000000000	-6.498019444617755
0.0060	-0.000000000000000	-7.786065721916895
0.0061	0.073113668787369	-0.164888524889436
0.0062	1.050669939572680	-0.000000449003213
0.0063	2.913407074585459	-0.000000158483690
0.0064	1.871158981621161	-14.189064541229204
0.0065	-0.535368070791391	-11.133740104599511
0.0066	-0.331694609039581	-6.747210902187304
0.0067	-5.652661152332216	-1.353719857053250
0.0068	-1.033903927613921	0.772559763832720
0.0069	0.390238390322244	0.000000033232551
0.0070	2.710931145644744	-0.000000020432754
0.0071	2.696644055504614	-1.666923901875637
0.0072	-0.025863900905210	-5.882244266789261
0.0073	-0.150385228302697	-2.157479275280706
0.0074	-0.287029913402520	-0.000000008620647
0.0075	-0.440408146181934	10.107195914303103
0.0076	1.180673281167511	-10.935597805250069
0.0077	3.893181348911049	-1.481555170540464
0.0078	1.017519910289864	0.000000001532061
0.0079	2.906386321756766	0.000000000702589
0.0080	1.230775617094900	-1.817740143831022
0.0081	0.174678624571683	-8.532113837558526
0.0082	-2.787532851166820	8.964241747292501
0.0083	0.788671312714159	6.531353307135944
0.0084	1.239859812508604	0.002433213704811
0.0085	-0.474122071971179	0.000000000253930
0.0086	-0.527071585165733	0.357614333170651
0.0087	-0.076744569376772	11.499031062584608
0.0088	0.021324955341421	6.700930994605248
0.0089	0.669677556829057	0.000000350402771
0.0090	2.773361778857805	-0.000000110392619
0.0091	0.744661941294203	-0.000000205438164
