t [s]	constraint6.Ti [Nm]	constraint2.Ti [Nm]
0.0000	-0.000000000000000	0.829719021581116
0.0001	-0.000000000000000	-0.000000000000000
0.0002	-0.000000000000000	-0.011057410571818
0.0003	-0.000000000000000	-0.000000000000000
0.0004	28.480496053582630	-0.000000000000000
0.0005	26.546965198677242	-0.000000000000000
0.0006	29.850695835467992	-0.000000000000000
0.0007	21.561968140171391	-0.000498159254188
0.0008	6.624442955668614	-5.317691589297155
0.0009	41.961481566485901	-102.383839205756232
0.0010	-0.000000000000000	-21.314777218785387
0.0011	25.982012263843860	-37.353492537029673
0.0012	25.181873698023491	-16.691567987966096
0.0013	19.609228448763709	-18.446907605020222
0.0014	0.993180403794155	-29.872693954667675
0.0015	-0.000000000000000	-5.355037354158710
0.0016	-0.000000000000000	-11.957506801081800
0.0017	-6.545176807246959	-5.264519082127188
0.0018	-3.697314287131378	0.000023931262457
0.0019	-0.000000000000000	21.028766205010957
0.0020	0.846259231806558	12.121170868161094
0.0021	2.180117522835396	23.010145942435859
0.0022	0.106171792388614	9.860356921439939
0.0023	-0.000000000000000	-0.607001741122330
0.0024	-8.485477412058982	-6.018018201296274
0.0025	-1.141431623745824	15.467879892699049
0.0026	-15.742108279583501	6.513713530323693
0.0027	-3.587864823559399	-0.000004299700473
0.0028	-0.000000000000000	17.759246913827969
0.0029	-2.461714750994331	7.954310869381208
0.0030	-6.895318258663675	17.397499160191543
0.0031	-0.000000000000000	-26.039850478335552
0.0032	-0.000000000000000	-6.266298595413560
0.0033	-0.000000000000000	-5.239936911672435
0.0034	-0.000000000000000	-2.701810758159818
0.0035	-0.000000000000000	-20.065568378515888
0.0036	0.285004413840513	-12.191586716132411
0.0037	4.219380746460114	-0.000000823402634
0.0038	9.440499685818107	-0.000012341247484
0.0039	3.401426147209864	0.000000277339836
0.0040	11.968048583603293	1.591741505913935
0.0041	9.032390544814620	-17.484392712743844
0.0042	14.811194789561348	-2.247827450171730
0.0043	0.498632081230213	0.000000607962962
0.0044	-0.000000000000000	1.483365855353951
0.0045	12.786855186298883	23.151324231559279
0.0046	0.829802090661331	-14.374712386640454
0.0047	0.222189703174852	-9.981322021020780
0.0048	-0.000000000000000	-18.343570612790732
0.0049	-0.000000000000000	-0.000000115228245
0.0050	-2.957105026133390	-0.000000104589908
0.0051	-8.702928313577372	4.026765618762460
0.0052	-0.000000000000000	21.147244613886599
0.0053	2.849236978538948	5.028580223386770
0.0054	4.859756370653990	3.691416885887671
0.0055	-1.327343307297544	0.000000017452753
0.0056	-7.206725166113511	0.000000416782258
0.0057	-0.000000000000000	0.000000084790341
0.0058	-0.000000000000000	3.937200114383141
0.0059	-0.904056032581525	17.344191332455182
0.0060	-6.316811147958739	-1.204950689622776
0.0061	-0.000000000000000	-20.632848740435875
0.0062	-0.000000000000000	-0.948731417088298
0.0063	-5.065350961695211	-0.000000007021649
0.0064	-1.658112793163010	0.000000012872290
0.0065	9.202822512202200	0.000000059285201
0.0066	-0.000000000000000	13.738473202499142
0.0067	-0.000000000000000	4.272981400578418
0.0068	-0.000000000000000	12.922173909136273
0.0069	-0.000000000000000	-3.825524556620655
0.0070	-0.000000000000000	-19.252308326107897
0.0071	-0.000000000000000	-0.507550208516171
0.0072	-4.812361908018303	-0.000000180502812
0.0073	-3.192540846908412	-0.000000099573081
0.0074	-0.000000000000000	0.000000029916217
0.0075	2.969950261964525	0.000000040005645
0.0076	4.798307735885532	0.000000013654992
0.0077	0.403899165103398	-0.000000001855574
0.0078	-0.000000000000000	-16.242506287301353
0.0079	-0.000000000000000	6.016962756345437
0.0080	3.680745623182497	10.441266623221528
0.0081	-4.750711718438840	-0.930896996957083
0.0082	-0.000000000000000	-0.115757676149431
0.0083	-0.000000000000000	-0.000000006435459
0.0084	-0.000000000000000	-13.548362973651084
0.0085	1.149403352538753	-7.073887006162695
0.0086	2.070834484093726	-0.566937301807109
0.0087	-0.000000000000000	-3.230297750711128
0.0088	-0.000000000000000	-3.293951631276701
0.0089	6.016574192019676	-1.431861206530862
0.0090	3.065751719675912	-1.514760000647896
0.0091	-0.000000000000000	0.486605202102317
0.0092	-0.000000000000000	4.324428821330244
0.0093	-0.000000000000000	-1.156815492960816
0.0094	-0.000000000000000	-0.028478732170687
0.0095	-0.000000000000000	0.000000002566112
0.0096	-0.000000000000000	-0.198375546586743
0.0097	-0.000000000000000	-0.612103404224684
0.0098	0.282970578864581	-0.739245143834957
0.0099	7.174081154314159	-6.656809171178557
0.0100	-0.142735370754562	-14.788405430494290
0.0101	-0.000000000000000	6.624603518350533
0.0102	-2.682253815868441	8.619221141660885
0.0103	-2.614367937436041	-0.080210780922382
0.0104	-0.000000000000000	7.361398376615169
